ID,cut,color,clarity,depth,table,price,x,y,z
15733,Very Good,G,IF,61.1,62.0,895,4.3,4.34,2.64
15734,Very Good,I,SI1,62.1,58.0,5699,6.86,6.9,4.27
15735,,H,VS2,64.2,55.0,4839,6.37,6.34,4.08
15736,Premium,G,SI2,62.7,55.0,452,4.28,4.27,2.68
15737,Ideal,H,VVS1,61.2,55.0,483,3.96,4.01,2.44
15738,Premium,F,SI1,62.7,57.0,683,4.4,4.37,2.75
15739,Premium,J,VVS1,61.3,61.0,2203,5.78,5.71,3.52
15740,Very Good,H,VS2,61.7,63.0,3878,6.1,6.12,3.77
15741,Premium,E,SI1,61.8,58.0,649,4.57,4.65,2.85
15742,Ideal,F,VVS2,61.6,59.0,526,4.01,4.04,2.48
15743,Ideal,G,VS1,62.0,54.0,438,4.06,4.07,2.52
15744,Premium,H,SI2,61.6,59.0,13460,8.25,8.19,5.06
15745,Ideal,D,VVS1,61.7,56.0,910,4.37,4.41,2.71
15746,Premium,E,VS1,61.1,58.0,3401,5.84,5.82,3.56
15747,Fair,F,SI1,65.4,59.0,4798,6.27,6.2,4.08
15748,Premium,I,SI1,62.1,59.0,10330,7.59,7.62,4.72
15749,Very Good,G,VS2,63.4,56.0,2809,5.77,5.75,3.65
15750,Ideal,D,VS2,60.6,56.0,803,4.49,4.52,2.73
15751,Ideal,I,VS1,61.4,57.0,2557,5.98,6.03,3.69
15752,Ideal,J,SI1,62.0,56.0,12048,8.09,8.03,5.0
15753,Very Good,I,SI1,64.1,57.0,4190,6.35,6.39,4.08
15754,Good,G,VS1,63.2,59.0,605,4.24,4.27,2.69
15755,Very Good,H,SI1,,57.0,4707,6.41,,4.04
15756,Premium,H,SI2,58.1,58.0,11820,8.44,8.36,4.88
15757,,H,SI1,63.7,57.0,7862,7.34,7.25,4.65
15758,Good,I,VS1,64.0,55.0,586,4.29,4.27,2.74
15759,,H,VS2,62.7,57.0,6684,6.79,6.83,4.27
15760,Very Good,H,VS1,62.4,59.0,7674,6.9,6.86,4.29
15761,Ideal,D,SI1,60.7,58.0,14427,7.47,7.39,4.51
15762,Ideal,F,VVS1,62.0,56.3,10619,6.45,6.51,4.02
15763,Ideal,G,SI1,60.9,57.0,5653,6.52,6.46,3.95
15764,Very Good,I,VVS1,63.5,55.0,541,4.27,4.33,2.73
15765,Very Good,D,SI1,59.7,60.0,734,4.65,4.69,2.79
15766,Very Good,E,VS2,63.0,57.0,4643,6.07,6.15,3.85
15767,,D,VS2,62.7,59.0,16921,7.32,7.29,4.58
15768,Ideal,E,SI1,60.9,57.0,765,4.51,4.49,2.74
15769,Premium,G,SI2,62.6,57.0,999,5.03,5.0,3.14
15770,,E,VVS2,61.4,62.0,504,3.9,3.95,2.41
15771,Very Good,H,VS1,,59.0,818,4.79,,2.92
15772,,E,VVS1,62.1,57.0,10886,6.39,6.46,3.99
15773,Ideal,F,VS1,61.0,56.0,8011,6.49,6.53,3.97
15774,Very Good,J,VS2,61.2,59.0,13109,8.03,8.06,4.92
15775,Premium,E,VS2,62.7,60.0,890,4.62,4.66,2.91
15776,Premium,H,VS2,61.7,58.0,16390,8.26,8.23,5.09
15777,Ideal,D,SI2,60.4,57.0,1314,5.27,5.29,3.19
15778,Ideal,G,IF,61.4,56.0,975,4.49,4.54,2.77
15779,Very Good,F,SI2,61.6,62.0,394,4.26,4.28,2.63
15780,Premium,I,SI2,62.4,58.0,7977,7.41,7.36,4.61
15781,Very Good,D,VS1,62.8,57.0,1151,4.74,4.75,2.98
15782,Ideal,H,VS2,62.6,56.0,12945,7.56,7.56,4.73
15783,Ideal,D,VVS1,62.1,57.0,1111,4.36,4.3,2.69
15784,Ideal,H,VS2,61.4,57.0,926,4.71,4.8,2.92
15785,,E,VVS2,62.2,56.0,4286,5.71,5.76,3.57
15786,Ideal,E,VS1,,58.0,1250,4.69,,2.94
15787,Ideal,H,SI1,60.2,54.0,5315,6.82,6.7,4.07
15788,Premium,G,VS2,61.2,59.0,1443,5.18,5.12,3.15
15789,,I,SI1,61.1,56.0,4825,6.48,6.51,3.97
15790,Premium,D,SI2,60.0,58.0,12890,8.3,8.23,4.96
15791,Premium,F,VS2,61.3,62.0,1605,5.2,5.17,3.18
15792,Ideal,G,VS2,62.3,54.0,13154,7.37,7.33,4.58
15793,Ideal,D,SI1,62.8,57.0,2821,5.6,5.58,3.51
15794,,H,VS2,61.7,59.0,505,4.34,4.41,2.7
15795,Very Good,G,VVS2,62.7,54.0,672,4.36,4.38,2.74
15796,Ideal,F,VVS2,60.6,55.0,10011,6.67,6.57,4.01
15797,Premium,E,SI1,61.8,56.0,1607,5.22,5.2,3.22
15798,Premium,F,VS2,61.8,59.0,802,4.34,4.3,2.67
15799,Premium,F,SI1,62.7,59.0,2353,5.67,5.63,3.54
15800,Ideal,F,VVS1,62.0,55.0,1423,4.86,4.82,3.0
15801,Very Good,F,SI2,63.3,58.0,1883,5.64,5.58,3.55
15802,Very Good,D,SI2,62.6,58.0,4661,6.33,6.45,4.0
15803,,G,VS1,61.8,56.0,8556,6.83,6.77,4.2
15804,Good,I,SI1,63.2,57.0,8095,7.27,7.33,4.61
15805,Ideal,G,VVS1,60.8,56.8,736,4.35,4.36,2.65
15806,Ideal,I,VS2,61.7,57.0,5748,6.52,6.57,4.04
15807,,I,SI1,60.8,56.0,18119,8.54,8.61,5.21
15808,Premium,I,SI2,61.6,56.0,4437,6.88,6.83,4.22
15809,,H,SI1,62.9,57.0,3437,6.13,6.18,3.87
15810,Ideal,F,VS2,61.8,55.0,625,4.32,4.35,2.68
15811,Ideal,D,SI1,61.3,55.0,710,4.35,4.3,2.65
15812,Ideal,F,IF,61.7,56.0,1438,4.8,4.83,2.97
15813,Very Good,G,VVS2,62.4,56.0,797,4.49,4.52,2.81
15814,Very Good,E,IF,59.7,60.0,2542,5.29,5.36,3.18
15815,Ideal,J,SI1,62.1,54.0,9208,7.73,7.69,4.79
15816,Ideal,E,SI2,61.8,56.0,3013,6.0,5.98,3.7
15817,Ideal,G,VVS2,62.5,55.6,8235,6.48,6.55,4.07
15818,Premium,H,SI1,58.3,60.0,4842,6.89,6.84,4.0
15819,Very Good,E,SI1,63.3,56.0,4191,6.12,6.18,3.89
15820,Ideal,G,SI1,61.2,55.0,1675,5.2,5.22,3.19
15821,Good,I,VS1,59.2,58.0,7143,7.14,7.18,4.24
15822,Fair,G,SI1,66.1,56.0,3671,6.28,6.19,4.12
15823,Very Good,E,SI2,,59.0,4313,6.37,,3.96
15824,Good,D,SI1,63.7,60.0,1333,5.0,5.05,3.2
15825,Ideal,F,VS2,61.8,57.0,1754,5.32,5.36,3.3
15826,Premium,G,VS1,61.2,60.0,1915,5.3,5.26,3.23
15827,Premium,E,SI1,58.9,59.0,9706,7.68,7.61,4.5
15828,Very Good,H,VS1,63.1,59.0,4136,6.09,6.12,3.85
15829,Ideal,D,VVS2,61.1,56.0,853,4.37,4.37,2.67
15830,Very Good,D,SI2,,60.0,9791,7.84,,4.94
15831,Ideal,I,SI1,62.8,55.0,9439,7.47,7.54,4.71
15832,Premium,E,VS1,62.3,59.0,1079,4.75,4.76,2.96
15833,Good,E,SI1,63.3,57.0,688,4.69,4.75,2.99
15834,Very Good,J,VS1,61.8,56.0,693,4.75,4.8,2.95
15835,Very Good,F,VVS1,60.6,56.0,657,4.11,4.17,2.51
15836,Ideal,I,SI1,,56.0,668,4.66,,2.88
15837,Very Good,G,VVS1,61.1,57.0,795,4.46,4.51,2.74
15838,Good,F,VVS1,59.1,64.0,1288,4.81,4.83,2.85
15839,Premium,E,VS1,62.9,61.0,3176,5.65,5.57,3.53
15840,Ideal,H,VVS1,62.2,54.0,8489,6.9,6.9,4.29
15841,Ideal,F,IF,61.4,56.0,1168,4.36,4.43,2.7
15842,Premium,E,VVS2,62.8,60.0,9050,6.33,6.32,3.97
15843,Premium,E,VS2,62.2,55.0,9292,6.9,6.86,4.28
15844,Ideal,D,SI2,61.1,56.0,633,4.65,4.71,2.86
15845,Ideal,G,IF,61.8,54.0,946,4.48,4.48,2.77
15846,Ideal,G,SI2,62.2,56.0,3663,6.18,6.23,3.86
15847,Ideal,F,VS1,60.4,57.0,1818,5.24,5.23,3.16
15848,Premium,F,SI1,61.7,59.0,2491,5.74,5.7,3.53
15849,Ideal,D,SI2,60.5,56.0,2922,5.96,5.91,3.59
15850,Premium,G,VS1,62.6,58.0,8774,6.86,6.78,4.27
15851,Very Good,D,VS2,63.0,59.0,13372,7.24,7.3,4.58
15852,Very Good,F,VS2,62.8,59.0,18430,7.71,7.79,4.87
15853,Ideal,D,SI2,60.8,58.0,5836,6.5,6.52,3.96
15854,Good,F,SI2,56.9,62.0,2461,6.51,6.46,3.69
15855,Very Good,H,SI1,63.4,58.0,4642,6.37,6.34,4.03
15856,,G,SI1,62.9,56.0,5461,6.52,6.48,4.09
15857,Ideal,H,VVS1,61.7,54.0,707,4.41,4.44,2.73
15858,Premium,E,VS2,62.4,59.0,844,4.31,4.28,2.68
15859,Very Good,G,SI1,60.4,58.0,462,4.39,4.42,2.66
15860,,I,SI1,58.5,61.0,4648,6.51,6.56,3.82
15861,Ideal,I,SI1,62.8,57.0,8192,7.33,7.28,4.59
15862,Ideal,D,VS2,62.5,56.0,1919,5.16,5.11,3.21
15863,Premium,H,VS1,62.1,58.0,10776,7.34,7.25,4.53
15864,Premium,E,SI2,,57.0,4250,6.39,,3.84
15865,Premium,F,SI2,61.5,59.0,4144,6.48,6.43,3.97
15866,Premium,G,VS2,61.3,58.0,8458,7.0,6.93,4.27
15867,Very Good,F,SI1,63.5,56.0,927,4.79,4.75,3.03
15868,Ideal,H,VVS2,61.6,55.0,776,4.33,4.31,2.66
15869,Premium,G,SI2,59.3,58.0,4161,6.59,6.63,3.92
15870,Very Good,F,VVS1,61.8,59.0,832,4.28,4.33,2.66
15871,,E,VS2,58.8,62.0,1423,5.25,5.29,3.1
15872,Good,F,SI1,63.2,61.0,13499,7.56,7.63,4.8
15873,Premium,E,SI1,61.7,60.0,2099,5.21,5.19,3.21
15874,Ideal,H,SI1,,57.0,7729,7.39,,4.52
15875,Ideal,E,VS1,62.1,58.0,3107,5.65,5.69,3.52
15876,Very Good,H,VS1,61.6,56.5,6204,6.43,6.46,3.97
15877,Premium,H,SI1,61.1,60.0,18656,8.2,8.24,5.02
15878,Ideal,E,VVS2,61.1,57.0,1113,4.46,4.47,2.73
15879,,D,SI2,59.8,59.0,5382,7.02,6.95,4.18
15880,,G,VS2,62.3,60.0,5620,6.4,6.32,3.96
15881,,J,VVS1,61.8,56.0,719,4.65,4.71,2.89
15882,Ideal,D,IF,61.8,57.0,14494,6.49,6.53,4.02
15883,Premium,F,VS2,59.3,60.0,626,4.39,4.41,2.61
15884,Ideal,G,VS2,62.4,56.0,698,4.33,4.29,2.69
15885,Ideal,E,VVS2,62.0,57.0,3780,5.73,5.79,3.57
15886,Premium,H,VS2,59.3,61.0,13221,7.82,7.76,4.62
15887,Premium,G,SI1,61.4,60.0,2394,5.69,5.75,3.51
15888,Premium,I,IF,61.9,58.0,891,4.47,4.45,2.76
15889,,F,VS1,61.1,56.0,1013,4.68,4.72,2.87
15890,Premium,G,VS2,61.5,58.0,9516,6.87,6.79,4.2
15891,Good,F,VS2,63.8,56.0,625,4.29,4.33,2.75
15892,Good,G,VS2,63.4,60.0,5500,6.29,6.36,4.01
15893,Good,F,SI2,63.8,55.0,6970,7.05,7.08,4.51
15894,Premium,G,VS2,62.5,58.0,5998,6.37,6.4,3.99
15895,Ideal,H,SI2,61.8,58.0,4605,6.52,6.55,4.04
15896,Premium,G,VS1,62.7,58.0,14105,7.25,7.3,4.56
15897,Ideal,H,SI1,62.9,56.0,594,4.42,4.42,2.78
15898,,I,SI1,61.0,56.0,2318,5.75,5.79,3.52
15899,Very Good,H,SI1,61.8,61.0,4432,6.4,6.47,3.98
15900,Very Good,J,VS1,63.5,58.0,810,4.63,4.6,2.93
15901,,F,SI2,61.8,57.0,872,4.88,4.83,3.0
15902,Premium,H,SI1,,60.0,573,4.35,,2.7
15903,Ideal,F,VS1,61.3,58.0,3155,5.69,5.72,3.5
15904,Ideal,G,VS2,61.3,55.0,16184,7.54,7.6,4.64
15905,Ideal,E,VVS1,62.0,55.0,1020,4.39,4.39,2.72
15906,Good,G,SI2,57.5,63.0,6007,7.53,7.5,4.32
15907,Premium,G,VVS2,61.3,59.0,937,4.43,4.38,2.7
15908,Ideal,D,SI1,61.6,56.0,1570,5.1,5.13,3.15
15909,Very Good,H,SI1,63.8,56.0,3115,6.03,6.04,3.85
15910,Very Good,F,SI2,62.8,63.0,1126,5.0,4.94,3.12
15911,Ideal,I,SI2,62.0,55.0,3849,6.55,6.61,4.08
15912,,F,VVS1,58.1,61.0,858,4.38,4.43,2.56
15913,Very Good,E,SI1,62.8,56.0,4304,6.2,6.23,3.9
15914,Very Good,E,VVS2,59.0,59.0,704,4.44,4.44,2.62
15915,Ideal,D,VS2,61.6,55.0,1075,4.78,4.74,2.93
15916,Good,E,VS2,60.7,62.0,6279,6.33,6.45,3.88
15917,Premium,F,VS2,61.8,56.0,2804,5.82,5.77,3.58
15918,Fair,E,SI2,64.5,54.0,3763,6.33,6.29,4.07
15919,Very Good,E,VVS1,62.1,57.0,707,4.17,4.2,2.6
15920,Ideal,D,SI1,61.3,56.0,2996,5.92,5.92,3.63
15921,Ideal,H,SI2,61.5,57.0,12179,8.29,8.25,5.09
15922,Premium,E,VS1,60.8,59.0,1153,4.83,4.74,2.91
15923,Good,J,SI1,63.9,60.0,3679,6.27,6.19,3.98
15924,Good,H,VS2,64.0,59.0,2351,5.62,5.6,3.59
15925,,G,VVS2,62.7,53.0,666,4.32,4.33,2.71
15926,Good,F,VS1,59.0,60.9,3477,6.03,6.04,3.56
15927,Ideal,J,VS2,61.6,56.0,2025,5.87,5.89,3.62
15928,Ideal,F,SI1,61.6,57.0,770,4.58,4.55,2.81
15929,Ideal,D,SI1,62.6,55.0,589,4.36,4.39,2.74
15930,Good,F,SI2,63.1,56.0,422,4.34,4.37,2.75
15931,Very Good,I,VS2,62.5,58.0,17570,8.06,7.98,5.01
15932,Ideal,D,VS2,61.9,57.0,1963,5.27,5.3,3.27
15933,Ideal,I,VS2,62.4,53.0,667,4.75,4.77,2.97
15934,Fair,G,I1,58.6,57.0,1932,6.54,6.42,3.8
15935,Ideal,D,SI1,61.7,57.0,5952,6.56,6.51,4.03
15936,Very Good,J,SI1,63.3,61.0,4084,6.55,6.5,4.13
15937,Premium,G,SI1,,59.0,5273,6.68,,4.19
15938,Ideal,F,VS2,61.3,57.0,3259,5.91,5.93,3.63
15939,,E,VS2,63.0,64.0,911,4.64,4.66,2.93
15940,Ideal,F,SI1,,54.0,553,4.56,,2.81
15941,Ideal,F,VVS1,61.3,56.0,1263,4.73,4.76,2.91
15942,Ideal,H,VS2,62.2,56.0,7260,6.88,6.78,4.25
15943,Very Good,G,VVS2,62.7,55.0,18212,7.65,7.75,4.83
15944,Ideal,D,VS1,62.3,55.0,1235,4.85,4.88,3.03
15945,Ideal,G,SI1,62.3,53.0,1591,5.31,5.28,3.3
15946,Very Good,D,SI1,63.5,55.0,5101,6.22,6.25,3.96
15947,Ideal,F,VS1,61.2,55.0,1076,4.86,4.78,2.95
15948,Ideal,G,IF,62.1,54.0,984,4.44,4.42,2.75
15949,Good,E,SI2,64.4,58.0,4477,6.36,6.25,4.06
15950,Ideal,H,VS2,,57.0,628,4.38,,2.7
15951,Ideal,G,VVS2,,56.1,9921,6.79,,4.25
15952,Premium,G,VS2,62.3,62.0,7137,6.72,6.7,4.18
15953,Good,D,VS2,61.2,62.0,827,4.69,4.76,2.89
15954,Ideal,D,VS1,60.7,56.0,1708,5.18,5.23,3.16
15955,Very Good,G,VS2,63.5,60.0,8575,6.75,6.64,4.25
15956,Very Good,F,SI2,60.0,55.0,4425,6.58,6.53,3.93
15957,Ideal,H,SI1,61.1,56.0,508,4.51,4.56,2.77
15958,Premium,D,SI2,61.8,58.0,855,4.74,4.71,2.92
15959,Ideal,F,SI1,62.5,55.0,12857,7.55,7.52,4.71
15960,Ideal,J,SI1,62.7,58.0,9726,8.04,7.96,5.02
15961,,F,VVS1,61.6,59.0,960,4.36,4.34,2.68
15962,Ideal,I,VS1,61.7,53.0,5863,6.74,6.77,4.17
15963,Very Good,F,VS1,59.3,57.0,2149,5.55,5.65,3.32
15964,Premium,G,VS2,59.1,59.0,6108,6.6,6.52,3.88
15965,Premium,H,SI1,62.6,61.0,4708,6.38,6.36,3.99
15966,Very Good,E,VS1,61.9,58.0,1566,4.97,5.01,3.09
15967,Ideal,F,SI1,61.7,56.0,2319,5.7,5.67,3.51
15968,Ideal,I,VVS2,62.7,54.0,579,4.42,4.45,2.78
15969,Ideal,H,VVS2,61.8,56.0,9366,6.84,6.85,4.23
15970,Ideal,E,SI1,,57.0,723,4.53,,2.74
15971,Premium,F,SI2,59.8,58.0,3640,6.53,6.49,3.89
15972,Good,F,VS1,63.8,58.0,2919,5.6,5.59,3.57
15973,Ideal,D,VS2,61.6,56.0,1919,5.18,5.14,3.18
15974,Ideal,F,VS2,62.7,57.0,1107,4.78,4.76,2.99
15975,Ideal,G,VS2,62.3,57.0,17760,8.06,7.96,4.99
15976,Ideal,G,VS2,62.6,55.0,6290,6.48,6.45,4.05
15977,Ideal,E,VS2,,58.0,1838,5.34,,3.34
15978,Very Good,H,SI1,62.1,55.0,1239,5.35,5.38,3.33
15979,Ideal,D,SI1,62.4,56.0,1600,5.11,5.18,3.21
15980,,G,VS2,61.6,57.0,544,4.34,4.36,2.68
15981,Ideal,H,SI1,,55.0,6512,6.75,,4.23
15982,Fair,I,VS1,59.7,68.0,12244,8.1,7.92,4.78
15983,Premium,I,VS2,59.2,59.0,2300,5.92,5.81,3.47
15984,Premium,F,SI1,61.0,59.0,4027,6.24,6.18,3.79
15985,Premium,E,VS2,62.6,60.0,5312,6.15,6.09,3.83
15986,Very Good,J,SI2,63.6,57.0,11476,7.93,8.01,5.07
15987,Ideal,H,VVS2,61.5,55.0,1667,5.3,5.31,3.26
15988,Ideal,F,SI2,61.7,56.0,1065,5.28,5.29,3.26
15989,,J,SI1,60.9,58.0,1149,5.46,5.48,3.33
15990,Ideal,J,VS1,61.4,55.0,648,4.78,4.79,2.94
15991,Good,I,VS2,57.9,62.0,16593,8.28,8.36,4.82
15992,Very Good,D,SI2,58.2,60.0,3572,6.34,6.41,3.71
15993,Very Good,D,SI1,62.1,60.0,4747,6.17,6.22,3.85
15994,Ideal,D,VS2,61.3,56.0,2243,5.48,5.51,3.37
15995,Ideal,D,SI1,61.5,57.0,874,4.64,4.59,2.84
15996,Good,F,SI1,64.2,56.0,2290,5.63,5.59,3.6
15997,Very Good,E,VVS1,61.3,61.0,763,4.33,4.35,2.66
15998,Very Good,D,SI1,62.9,57.0,756,4.79,4.81,3.02
15999,Very Good,F,SI2,62.8,57.0,1020,5.03,5.07,3.17
16000,Ideal,H,SI1,62.4,53.7,10537,7.42,7.49,4.65
16001,Very Good,I,VS2,61.8,60.0,2109,5.73,5.75,3.55
16002,Very Good,G,VS1,59.7,63.0,6453,6.66,6.73,4.0
16003,Premium,J,VS2,62.2,58.0,368,4.29,4.29,2.67
16004,Ideal,F,VVS2,61.1,57.0,642,4.23,4.25,2.59
16005,Premium,E,VS1,61.9,59.0,5167,6.23,6.18,3.84
16006,Ideal,F,IF,61.5,56.0,930,4.44,4.47,2.74
16007,Very Good,I,VS2,59.6,58.0,16383,8.2,8.22,4.89
16008,Ideal,H,VS2,62.1,55.2,1435,5.2,5.24,3.24
16009,Very Good,F,VS1,61.4,58.0,846,4.73,4.85,2.94
16010,Premium,D,SI1,59.0,59.0,13328,7.68,7.63,4.52
16011,Ideal,F,VS1,62.5,57.0,787,4.47,4.52,2.81
16012,Premium,H,I1,61.7,57.0,6150,8.22,8.17,5.06
16013,Premium,D,SI1,59.2,61.0,4910,6.5,6.45,3.83
16014,Ideal,E,VS2,61.8,56.0,999,4.78,4.74,2.94
16015,Very Good,E,VS2,62.9,57.0,672,4.41,4.43,2.78
16016,Premium,H,VS2,59.6,62.0,1103,5.14,5.09,3.05
16017,Fair,F,SI1,66.6,57.0,3669,6.08,5.99,4.02
16018,Premium,F,VS1,60.9,58.0,9472,6.93,6.9,4.21
16019,Premium,G,VS2,62.4,57.0,1698,5.29,5.26,3.29
16020,Very Good,H,VS2,59.7,64.0,5912,6.45,6.49,3.86
16021,Ideal,G,VS1,61.7,56.0,1657,5.1,5.15,3.16
16022,Very Good,E,VVS2,59.8,57.0,642,4.28,4.32,2.57
16023,Premium,D,SI1,60.7,61.0,1654,5.12,5.09,3.1
16024,Very Good,G,VS1,63.6,57.0,7020,6.33,6.37,4.04
16025,Ideal,G,SI1,61.9,54.4,531,4.49,4.52,2.79
16026,Ideal,F,VS2,61.6,55.0,3516,5.73,5.76,3.54
16027,Very Good,H,VS2,62.7,58.0,18398,7.97,8.01,5.01
16028,Ideal,D,VS2,60.8,57.0,2352,5.44,5.48,3.32
16029,Very Good,I,SI2,61.1,58.0,4201,6.64,6.68,4.07
16030,Premium,H,SI2,60.1,59.0,4872,6.85,6.79,4.1
16031,Premium,I,VS2,61.7,59.0,812,4.63,4.61,2.85
16032,Ideal,E,VVS2,61.4,56.0,987,4.74,4.8,2.93
16033,Very Good,H,VS2,62.2,59.0,489,4.35,4.36,2.71
16034,Good,D,SI1,63.6,54.0,1436,5.02,5.07,3.21
16035,Very Good,F,SI1,63.0,60.0,3007,6.14,6.11,3.86
16036,Ideal,G,VS2,62.0,56.0,3252,5.67,5.69,3.52
16037,Very Good,D,SI2,61.4,59.0,666,4.69,4.76,2.9
16038,Good,E,VS2,62.7,59.0,378,3.97,4.03,2.51
16039,Ideal,E,VVS2,,57.0,1308,4.78,,2.98
16040,Ideal,G,VS2,62.8,57.0,1545,5.11,5.05,3.19
16041,,G,SI2,59.0,57.0,2274,6.14,6.1,3.61
16042,Ideal,H,VVS2,61.2,56.0,827,4.43,4.4,2.7
16043,Good,G,SI2,63.8,57.0,7695,7.27,7.22,4.62
16044,Premium,E,VS2,61.2,61.0,5906,6.52,6.49,3.98
16045,Very Good,D,SI1,62.6,57.0,5839,6.42,6.51,4.05
16046,Very Good,G,VS2,61.1,56.0,5937,6.46,6.41,3.93
16047,Premium,F,SI2,62.1,59.0,1746,5.34,5.29,3.3
16048,Very Good,H,VVS1,63.3,58.0,907,4.33,4.27,2.72
16049,Premium,I,VS2,62.9,58.0,16778,8.01,7.93,5.01
16050,Ideal,H,SI1,61.6,56.0,4587,6.21,6.25,3.84
16051,Premium,J,VS2,61.1,60.0,454,4.6,4.63,2.82
16052,Premium,H,SI2,62.2,58.0,12270,8.56,8.46,5.29
16053,Ideal,E,SI1,62.4,57.0,765,4.5,4.48,2.8
16054,Good,D,SI2,61.1,64.0,7862,7.36,7.24,4.46
16055,Ideal,D,VS1,61.1,56.0,8659,6.48,6.54,3.98
16056,Very Good,D,VVS2,62.7,54.0,1160,4.78,4.79,3.0
16057,Ideal,G,VS1,61.1,56.0,3017,5.71,5.74,3.5
16058,Ideal,G,VVS1,62.5,55.0,2111,5.14,5.07,3.19
16059,Ideal,E,SI1,62.3,55.0,1668,5.24,5.2,3.25
16060,Very Good,H,VVS1,,57.0,906,4.31,,2.7
16061,,G,VS2,62.1,56.0,1698,5.3,5.27,3.28
16062,Ideal,E,VS2,62.5,55.0,1655,5.07,5.14,3.19
16063,Ideal,J,SI1,,56.0,4525,6.59,,4.06
16064,Ideal,E,IF,61.7,56.0,1243,4.49,4.46,2.76
16065,Good,E,SI1,,57.0,4211,6.07,,3.87
16066,Premium,F,VS1,61.2,59.0,7983,6.48,6.42,3.95
16067,Good,F,SI1,57.9,53.0,2299,5.84,5.8,3.37
16068,Very Good,E,SI1,60.0,57.0,2839,5.84,5.89,3.52
16069,Premium,H,SI1,62.2,60.0,5265,6.58,6.66,4.12
16070,Premium,H,VS1,62.7,60.0,1922,5.46,5.36,3.39
16071,Very Good,F,VS1,59.6,57.0,436,4.13,4.22,2.49
16072,Very Good,H,VVS2,61.2,57.0,1970,5.47,5.51,3.36
16073,Ideal,D,SI1,62.6,54.0,589,4.37,4.41,2.75
16074,Ideal,D,VVS2,61.4,57.0,3856,5.69,5.8,3.53
16075,Premium,G,SI1,60.3,60.0,522,4.57,4.59,2.76
16076,Ideal,G,VS2,62.1,57.0,807,4.71,4.72,2.93
16077,Premium,F,SI1,62.5,58.0,13177,7.48,7.56,4.7
16078,Premium,D,VS2,59.2,59.0,3217,5.8,5.85,3.45
16079,Very Good,E,VVS2,61.2,55.0,612,4.23,4.27,2.6
16080,Ideal,E,VVS1,61.6,54.0,999,4.55,4.6,2.82
16081,Very Good,H,SI2,59.5,63.0,3161,6.26,6.32,3.74
16082,Ideal,D,SI2,62.3,56.0,2762,5.72,5.7,3.56
16083,Good,D,VS2,63.9,56.0,7200,6.34,6.31,4.04
16084,Very Good,F,VVS1,59.3,60.0,478,4.03,4.1,2.41
16085,Very Good,G,VS2,62.9,54.0,1437,5.07,5.13,3.21
16086,Fair,F,VVS1,58.0,66.0,12648,7.33,7.26,4.23
16087,Good,F,VS1,62.8,61.0,848,4.62,4.68,2.92
16088,Ideal,H,VS1,62.4,53.7,768,4.63,4.67,2.9
16089,Ideal,F,VVS2,60.9,57.0,2698,5.44,5.49,3.33
16090,Premium,E,VVS1,62.3,60.0,599,4.08,4.08,2.54
16091,Ideal,E,VS2,61.6,55.0,767,4.55,4.57,2.81
16092,Ideal,H,SI1,60.9,57.0,1421,5.38,5.32,3.26
16093,,H,IF,61.7,56.0,764,4.31,4.31,2.66
16094,Premium,F,VS2,,57.0,2805,5.76,,3.58
16095,Ideal,E,VS1,61.4,57.0,5982,6.3,6.3,3.87
16096,Very Good,D,VVS2,62.6,55.0,1168,4.7,4.72,2.95
16097,Premium,G,SI2,61.7,58.0,6584,7.1,7.04,4.36
16098,Ideal,F,VVS2,60.8,57.0,2856,5.43,5.5,3.32
16099,Premium,G,VS1,62.6,60.0,14507,7.27,7.2,4.53
16100,Very Good,E,VVS1,61.2,58.0,484,3.98,3.99,2.44
16101,Premium,D,SI1,60.5,58.0,2133,5.61,5.56,3.38
16102,Ideal,I,SI2,61.2,58.0,5316,6.87,6.88,4.21
16103,Premium,I,VS1,59.6,59.0,688,4.6,4.53,2.72
16104,,H,SI1,61.3,55.0,1056,4.8,4.85,2.96
16105,Very Good,I,SI1,62.0,58.0,6318,6.97,6.91,4.3
16106,Premium,D,VVS1,61.3,55.0,1736,5.02,4.99,3.07
16107,Very Good,H,VS2,63.6,56.0,2312,5.61,5.62,3.57
16108,Good,F,SI1,63.1,59.0,5301,6.36,6.38,4.02
16109,,G,VS1,61.6,56.0,1961,5.52,5.48,3.39
16110,Good,I,VS1,63.8,55.0,457,4.28,4.31,2.74
16111,Ideal,I,VS1,60.9,53.0,754,4.8,4.85,2.94
16112,Good,I,SI1,63.0,61.0,15072,7.94,7.97,5.01
16113,Ideal,I,VS1,61.3,56.0,2965,5.72,5.76,3.52
16114,Premium,E,SI1,61.8,60.0,1624,5.18,5.14,3.19
16115,Ideal,J,VS2,61.6,57.0,1099,5.08,5.11,3.14
16116,Premium,H,SI1,60.9,60.0,683,4.8,4.83,2.93
16117,Premium,G,VVS2,61.0,57.0,1156,4.93,4.88,2.99
16118,Very Good,G,SI1,61.7,60.0,537,4.54,4.57,2.81
16119,Premium,G,SI2,58.0,60.0,1901,5.93,5.89,3.43
16120,Ideal,I,SI2,62.1,57.0,12338,8.06,8.04,5.0
16121,Good,G,SI1,63.9,55.0,2016,5.62,5.61,3.59
16122,Premium,H,VS2,62.8,59.0,1719,5.44,5.3,3.37
